cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	neighborhood	Neuronal	Glial	CTX.cluster_label	supertype.markers.combo _within subclass_	supertype.markers.combo	CCF_acronym.freq	sex.bias	cluster.markers.combo _within subclass_	nt.markers	CTX.supertype_label	v2.size	v3.size	cluster.TF.markers.combo	multiome.size	Dark	subclass.markers.combo	Light	anatomical_annotation	CTX.supertype_id	np.markers	CTX.subclass_id	cluster.markers.combo	CTX.subclass_label	CCF_broad.freq	merfish.markers.combo	CTX.size	subclass.tf.markers.combo	nt_type_label	nt_type_combo_label	CTX.cluster_id	CTX.neighborhood_id	F	CTX.neighborhood_label	M
CS20230722_CLUS_3308	3308 IC Tfap2d Maf Glut_3		CS20230722_SUPT_0772	0772 IC Tfap2d Maf Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:8.43	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUL4, 5:0.37,ICe:0.17,CENT3:0.11,ICd:0.1,MB:0.08	None	D430036J16Rik,Gulp1,Kank4	Slc17a6:8.43	None	28	1174	Tfap2d,Barhl1,Irx1,En1,Id2,Foxp2	0	0.07	None	0.93	IC	None	Penk:5.7,Cck:4.2,Sst:3.8,Tac1:3.6	None	Tfap2d,Ankrd63,Gulp1,Syt10	None	CB:0.51,MB:0.43	Tfap2d,Barhl1,Trhr,Ptk2b,Syt10,Bcl11a,Htr1b	None	None	Glut	Glut	None	None	0.38	None	0.62
CS20230722_CLUS_3309	3309 IC Tfap2d Maf Glut_4		CS20230722_SUPT_0773	0773 IC Tfap2d Maf Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:9.04	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICc:0.47,ICe:0.28,MB:0.1	None	Cbln1,Nr2f1	Slc17a6:9.04	None	6	167	Tfap2d,Irx1,Rxrg,Meis2,Foxp2,Nr2f1	0	0.06	None	0.94	IC an me	None	Sst:6.8	None	Tfap2d,Cxcl14,Cbln1,Rgs16	None	MB:0.93	Tfap2d,Cxcl14,Cbln1,Drd2,Nr2f1,Kit	None	None	Glut	Glut	None	None	0.47	None	0.53
CS20230722_CLUS_3310	3310 IC Tfap2d Maf Glut_4		CS20230722_SUPT_0773	0773 IC Tfap2d Maf Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.98	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MRN:0.37,MB:0.22,ICe:0.2,ICc:0.09	None	Scn5a,Pou4f1	Slc17a6:8.98	None	4	310	Tfap2d,Barhl1,Nr2f2,Maf,Ebf3,Bcl11b	0	0.06	None	0.94	IC an	None	Cck:7.8,Sst:7,Adcyap1:6.6,Tac1:6.5	None	Tfap2d,Scn5a,Barhl1,Sst	None	MB:0.99	Tfap2d,Scn5a,Barhl1,Rasgrp1,Maf	None	None	Glut	Glut	None	None	0.5	None	0.5
CS20230722_CLUS_3311	3311 IC Tfap2d Maf Glut_4		CS20230722_SUPT_0773	0773 IC Tfap2d Maf Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.81	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICe:0.36,ICd:0.19,MB:0.14,MRN:0.09,ICc:0.07	None	Pou4f1,Bcl11a,Gpr149,Dgkk	Slc17a6:8.81	None	149	1158	Barhl1,Tfap2d,Bcl11a,Rorb,Meis2,Pou6f2	0	0.06	None	0.94	IC an	None	Adcyap1:5	None	Barhl1,Tfap2d,Gda,Htr2c	None	MB:0.89	Barhl1,Tfap2d,Gda,Prlr,Tafa1,G630016G05Rik,Npnt,Dgkk,Pou4f1,Plpp4,Sema5a,Kcnk9	None	None	Glut	Glut	None	None	0.34	None	0.66
CS20230722_CLUS_3312	3312 IC Tfap2d Maf Glut_4		CS20230722_SUPT_0773	0773 IC Tfap2d Maf Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:9.38	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICe:0.31,MB:0.16,ICc:0.14,MRN:0.14,CUL4, 5:0.1	None	Fosb	Slc17a6:9.38	None	3	48	Tfap2d,Egr2,Lhx9,Egr3	0	0.04	None	0.96	IC an	None	Adcyap1:7,Penk:3.9,Tac1:3.7,Sst:3.5	None	Tfap2d,Egr2,Lhx9,Egr3	None	MB:0.84	Tfap2d,Egr2,Lhx9,Adcyap1	None	None	Glut	Glut	None	None	0.39	None	0.61
CS20230722_CLUS_3313	3313 IC Tfap2d Maf Glut_4		CS20230722_SUPT_0773	0773 IC Tfap2d Maf Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:9.03	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICc:0.24,ICe:0.24,ICd:0.2,MB:0.14	None	Crhbp,Nek10	Slc17a6:9.03	None	2	56	Tfap2d,Barhl1,Maf,Rarb,Zim1,Bcl11a	0	0.16	None	0.84	IC an me	None	Tac1:3.1	None	Tfap2d,Crhbp,Cdhr1,Grm1	None	MB:0.81	Tfap2d,Crhbp,En1,Grm1	None	None	Glut	Glut	None	None	0.26	None	0.74
CS20230722_CLUS_3314	3314 IC Tfap2d Maf Glut_4		CS20230722_SUPT_0773	0773 IC Tfap2d Maf Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:9.01	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICe:0.28,ICd:0.19,ICc:0.17,MRN:0.12,MB:0.11	None	D130079A08Rik,Bmp3,Ebf3	Slc17a6:9.01	None	6	80	Tfap2d,Barhl1,Esr1,Ebf3,Nr2f1,Zfpm2	0	0.1	None	0.9	IC an me	None	Cck:9.4,Tac1:8.9,Adcyap1:4	None	Tfap2d,Tmem215,Barhl1,Bmp3	None	MB:0.94	Tfap2d,Tmem215,Barhl1,Bmp3,D130079A08Rik	None	None	Glut	Glut	None	None	0.33	None	0.67
CS20230722_CLUS_3315	3315 IC Tfap2d Maf Glut_5		CS20230722_SUPT_0774	0774 IC Tfap2d Maf Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:9.05	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICe:0.43,MB:0.15,CUL4, 5:0.1,SIM:0.07,NA:0.06	None	Col18a1,Sntb1	Slc17a6:9.05	None	3	170	Tfap2d,Tcf7l1,Maf,Pou4f1	0	0.12	None	0.88	IC lateral	None	Cck:10.4,Adcyap1:3	None	Tfap2d,Tcf7l1,Sntb1	None	MB:0.7,CB:0.2	Tfap2d,Col18a1,Pvalb,Barhl1	None	None	Glut	Glut	None	None	0.41	None	0.59
CS20230722_CLUS_3316	3316 IC Tfap2d Maf Glut_6		CS20230722_SUPT_0775	0775 IC Tfap2d Maf Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:9.11	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICe:0.38,ICd:0.18,ICc:0.16,CUL4, 5:0.11	None	Shisa8,Grm8	Slc17a6:9.11	None	11	1318	Tfap2d,Esrrb,Barhl1,Maf,Bcl11b,Arnt2	0	0.07	None	0.93	IC	None	Cck:6.6,Tac1:3.6	None	Tfap2d,Shisa8,Clic1	None	MB:0.83	Tfap2d,Cxcl14,Fosl2,Kcnh8,Epha4,Zfp536	None	None	Glut	Glut	None	None	0.47	None	0.53
CS20230722_CLUS_3317	3317 IC Tfap2d Maf Glut_6		CS20230722_SUPT_0775	0775 IC Tfap2d Maf Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.02	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUL4, 5:0.25,ICe:0.25,ICd:0.17,ICc:0.11,MB:0.08	None	Il23r,Pou4f2	Slc17a6:8.02	None	2	309	Pou4f2,En1,Maf,Bcl11b,Rarb,Id2	0	0.22	None	0.78	IC	None	Cck:7.1,Penk:4.7,Tac1:4.6	None	Il23r,Tfap2d,Pou4f2	None	MB:0.63,CB:0.33	Tfap2d,Pdyn,En1,Tacr1,Bcl11b	None	None	Glut	Glut	None	None	0.34	None	0.66
CS20230722_CLUS_3318	3318 IC Tfap2d Maf Glut_6		CS20230722_SUPT_0775	0775 IC Tfap2d Maf Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.49	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUL4, 5:0.36,CENT3:0.16,ICe:0.14,ICd:0.13,MB:0.09	None	Fosl2,Rab3b,Pcdh19,Syt10	Slc17a6:8.49	None	5	102	Barhl1,Tfap2d,Fosl2,En1,Zfp536,Zim1	0	0.03	None	0.97	IC	None	Sst:6.1,Tac1:5.5,Cck:4.4	None	Cfap77,Tfap2d,Lmo2,Hcrtr2	None	CB:0.56,MB:0.42	Barhl1,Cxcl14,Fign,En1,Hcrtr2,Tcerg1l,Syt10	None	None	Glut	Glut	None	None	0.41	None	0.59
CS20230722_CLUS_3319	3319 IC Tfap2d Maf Glut_6		CS20230722_SUPT_0775	0775 IC Tfap2d Maf Glut_6	cluster							CS20230722_NEUR_Glut	Slc17a6:8.21	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	ICe:0.46,ICc:0.14,MB:0.13,CUL4, 5:0.1	None	Clec18a	Slc17a6:8.21	None	7	1192	Tfap2d,Barhl1,Fosl2,Ebf1,Pou6f2,Bcl11b	0	0.04	None	0.96	IC	None	Tac1:7.1,Cck:4.7,Adcyap1:4.5	None	Tfap2d,Serpinb8,Hmcn1	None	MB:0.82	Tfap2d,Serpinb8,Hmcn1	None	None	Glut	Glut	None	None	0.54	None	0.46
CS20230722_CLUS_3320	3320 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.2,Gad2:4.33	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.37,CENT3:0.23,CB:0.1,CENT2:0.08,PB:0.08	None	Adamts12	Slc17a6:9.2,Gad2:4.33	None	0	68	Evx1,Zic5,Pax5,Bnc2	0	0.19	None	0.81	CUN	None	Adcyap1:3.5	None	Gpr50,A530065N20Rik,Lepr	None	CB:0.4,MB:0.4	Evx2,Zic5,Gpr149	None	None	Glut	Glut	None	None	0.82	None	0.18
CS20230722_CLUS_3321	3321 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.52,Gad2:3.17	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.52,CENT3:0.13,CB:0.05,CENT2:0.05,MB:0.05	None	Cxcl14,1700113H08Rik	Slc17a6:8.52,Gad2:3.17	None	0	202	Prdm6,En1,Maf,Ebf3,Tox3,Bcl11a	0	0.06	None	0.94	CUN	None	None	None	Prdm6,Cxcl14,1700113H08Rik	None	MB:0.64,CB:0.23	Evx2,Cxcl14,9330158H04Rik,Ebf3	None	None	Glut	Glut	None	None	0.88	None	0.12
CS20230722_CLUS_3322	3322 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.18	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.54,CB:0.22,CENT3:0.2	None	Ltbp1,Mamdc2,Crispld2	Slc17a6:8.18	None	0	142	Evx1,Glis3,Irx3,Foxp2,Pax5	0	0.04	None	0.96	CUN	None	None	None	Evx1os,Tnfaip8,Gm32828,Crispld2	None	MB:0.54,CB:0.44	Slc5a7,Glis3,Ltbp1,Pax5,Cnih3,Stac	None	None	Glut	Glut	None	None	0.61	None	0.39
CS20230722_CLUS_3323	3323 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.44	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CENT3:0.34,CUN:0.32,CENT2:0.16	None	Cgnl1,Bnc2	Slc17a6:8.44	None	0	54	Evx1,Glis3,Onecut1,Foxp2,Bnc2	0	0.07	None	0.93	CUN	None	Cck:4.8	None	Evx1os,Tnc,Mob3b	None	CB:0.65,MB:0.35	Evx2,Smoc2,Slc5a7,Hs3st2	None	None	Glut	Glut	None	None	0.78	None	0.22
CS20230722_CLUS_3324	3324 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.91	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.41,CENT3:0.26,CB:0.09,CENT2:0.08	None	Npsr1,Cntnap3,Pvalb	Slc17a6:8.91	None	1	120	Evx1,Irx5,Npas1,Foxp2,Lhx2	0	0.04	None	0.96	CUN	None	Cck:4.2	None	Evx1os,Chrdl1,Foxp2,Prph	None	MB:0.52,CB:0.42	Evx2,Drd5,Npsr1,Cntnap3,Npas1,Lhx9	None	None	Glut	Glut	None	None	0.78	None	0.22
CS20230722_CLUS_3325	3325 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.4	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.52,MB:0.17,PB:0.17	None	Mab21l2,Mob3b	Slc17a6:8.4	None	1	127	Evx2,Irx5,Mafb,Onecut2,Ebf3	0	0	None	1	CUN	None	Cck:5.9,Penk:4.5,Sst:3.3	None	Scgn,Lhx9,Lhfp	None	MB:0.81	Scgn,Lhx9,Lhfp	None	None	Glut	Glut	None	None	0.72	None	0.28
CS20230722_CLUS_3326	3326 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.92	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.36,PPN:0.35,MB:0.13	None	Lrp2,Lama1,Bnc2	Slc17a6:8.92	None	0	111	Prdm6,Irx5,Npas1,Esr1	0	0.04	None	0.96	CUN	None	Cck:5.1	None	Prdm6,Scgn,Mab21l2	None	MB:0.84	Evx2,Scgn,Adamts2,Mab21l2	None	None	Glut	Glut	None	None	0.9	None	0.1
CS20230722_CLUS_3327	3327 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.83	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.59,PPN:0.21,ll:0.14	None	Slc38a4,Calb1	Slc17a6:8.83	None	0	45	Prdm6,En1,Glis3	0	0.02	None	0.98	CUN	None	Cck:4.5	None	Prdm6,Npsr1,Slc5a7,Npas1	None	MB:0.86	Evx2,Npsr1,Drd5,Npas1,Adamtsl1	None	None	Glut	Glut	None	None	0.76	None	0.24
CS20230722_CLUS_3328	3328 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.33,Gad2:3.46	Slc17a6|Gad2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:1	None	Cxcl14,Bnc2,Dscaml1,Prdm6	Slc17a6:8.33,Gad2:3.46	None	0	18	Prdm6,En1,Bnc2,Lhx2,Zic1	0	0	None	1	CUN	None	None	None	Prdm6,Cxcl14,Bnc2,Dscaml1	None	MB:1	Bnc2,Pax5,Cxcl14,Zic1,Dscaml1	None	None	Glut	Glut	None	None	0.61	None	0.39
CS20230722_CLUS_3329	3329 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.69	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.46,PB:0.21,MB:0.12,SAG:0.06	None	Kcne4	Slc17a6:8.69	None	0	46	Evx2,Irx1,Zeb2,Ebf3,Esr1	0	0.07	None	0.93	CUN PPN	None	Cck:7.3,Pthlh:3.6,Crh:3.2	None	Kcne4,Pthlh,Ebf3	None	MB:0.66,P:0.27	Tnc,Bnc2,Crh,En1	None	None	Glut	Glut	None	None	0.74	None	0.26
CS20230722_CLUS_3330	3330 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.33	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MB:0.28,PPN:0.24,CUN:0.19,ll:0.14	None	Tstd1,Krt19	Slc17a6:8.33	None	0	123	Evx2,Irx2,Ebf2,Pax5,Zfpm2,L3mbtl4	0	0.06	None	0.94	CUN	None	None	None	Pla2g2f,Krt19	None	MB:0.74,NA:0.14	Evx2,Aqp6,Tnc,Pax5	None	None	Glut	Glut	None	None	0.77	None	0.23
CS20230722_CLUS_3331	3331 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:7.63	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.45,MB:0.21,CUN:0.16	None	Shisa8,Prlr	Slc17a6:7.63	None	0	281	Evx2,En1,Smad3,Ebf2,Barx2,Esr1	0	0.02	None	0.98	CUN	None	None	None	Scgn,Ebf2,Shisa8,Gda	None	MB:0.84	Scgn,Ebf2,Cnih3,Gda	None	None	Glut	Glut	None	None	0.79	None	0.21
CS20230722_CLUS_3332	3332 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:7.6	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.37,MB:0.24,CENT3:0.18,PPN:0.12	None	Scgn,Glis3,Wnt3	Slc17a6:7.6	None	0	129	Evx2,Irx5,Zic4,Glis3,Zic1,Ebf2	0	0.01	None	0.99	CUN	None	Cck:4.3	None	Scgn,1700113H08Rik,Glis3,Wnt3	None	MB:0.73,CB:0.22	Scgn,En1,Glis3,Vwa5b1,Vwc2	None	None	Glut	Glut	None	None	0.79	None	0.21
CS20230722_CLUS_3333	3333 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.29	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.51,MB:0.22,SAG:0.11	None	Shisa8,Sfrp2	Slc17a6:8.29	None	0	215	Evx2,Irx2,Ebf2,Esr1,Pax5,En1	0	0.02	None	0.98	CUN	None	Cck:7.5	None	Crispld2,St14,Ror2,Cnih3	None	MB:0.85	Evx2,Tnc,Tll1,Man1a,Baiap3,Pax5	None	None	Glut	Glut	None	None	0.81	None	0.19
CS20230722_CLUS_3334	3334 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:7.86	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.81	None	Postn	Slc17a6:7.86	None	0	155	Evx2,Glis3,Ebf2,Meis2,L3mbtl4,Tshz3	0	0.03	None	0.97	CUN	None	Penk:4	None	Postn,C1ql4,4930438E09Rik	None	MB:0.88	Evx2,Glis3,Ltbp1,Tll1,Pax5	None	None	Glut	Glut	None	None	0.78	None	0.22
CS20230722_CLUS_3335	3335 CUN-PPN Evx2 Meis2 Glut_1		CS20230722_SUPT_0776	0776 CUN-PPN Evx2 Meis2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.29	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.48,PPN:0.27,MB:0.21	None	Npsr1,Csgalnact1,Slc5a7,Tnfaip8	Slc17a6:8.29	None	0	214	Evx2,Irx5,Bnc2,Esr1,Zic1,Ebf1	0	0.02	None	0.98	CUN	None	None	None	Scgn,1700113H08Rik,Npsr1,Slc5a7	None	MB:0.95	Scgn,Bnc2,Slc5a7,Npsr1,Prlr	None	None	Glut	Glut	None	None	0.83	None	0.17
CS20230722_CLUS_3336	3336 CUN-PPN Evx2 Meis2 Glut_2		CS20230722_SUPT_0777	0777 CUN-PPN Evx2 Meis2 Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.2	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.18,PPN:0.17,NLL:0.15,MB:0.12,ll:0.1,PB:0.07,CB:0.05	None	Myo5b,Mpped2	Slc17a6:8.2	None	0	98	Irx4,Evx2,Nfia,Irx3,Tox,Bcl11a	0	0.03	None	0.97	CUN SAG	None	None	None	Irx4,Evx2,Slc5a7,Pcdh20	None	MB:0.57,P:0.23,NA:0.15	Evx2,Slc5a7,Myo5b,Irx2,Chn2,Slit2	None	None	Glut	Glut	None	None	0.63	None	0.37
CS20230722_CLUS_3337	3337 CUN-PPN Evx2 Meis2 Glut_2		CS20230722_SUPT_0777	0777 CUN-PPN Evx2 Meis2 Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.29	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PAG:0.4,AQ:0.23,CUN:0.09,LDT:0.09,PCG:0.09	None	Prss12	Slc17a6:8.29	None	0	259	Irx4,Pax5,Irx3,En1,Meis2,Aff2	0	0.03	None	0.97	CUN PAG	None	None	None	Irx4,Pax5,C1ql4,Prss12	None	MB:0.49,NA:0.26,P:0.23	Chat,Pax5,C1ql1,En1	None	None	Glut	Glut	None	None	0.64	None	0.36
CS20230722_CLUS_3338	3338 CUN-PPN Evx2 Meis2 Glut_3		CS20230722_SUPT_0778	0778 CUN-PPN Evx2 Meis2 Glut_3	cluster							CS20230722_NEUR_Chol	Chat:5.59,Slc18a3:5.47,Slc17a6:4	Chat|Slc18a3|Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.21,PB:0.19,P:0.13,LDT:0.11,PCG:0.09,PRNr:0.05,scp:0.05	None	Chrna6,Crh	Chat:5.59,Slc18a3:5.47,Slc17a6:4	None	0	75	Irx4,Dmrtb1,Foxo6,Pou6f2	0	0.15	None	0.85	PPN PB LDT	None	Crh:7	None	Tafa3,Chrna6	None	P:0.6,MB:0.31	Chat,Egflam,Chrnb3	None	None	Chol	Glut-Chol	None	None	0.71	None	0.29
CS20230722_CLUS_3339	3339 CUN-PPN Evx2 Meis2 Glut_3		CS20230722_SUPT_0778	0778 CUN-PPN Evx2 Meis2 Glut_3	cluster							CS20230722_NEUR_Chol	Chat:7.36,Slc18a3:6.09,Slc17a6:4.13	Chat|Slc18a3|Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PCG:0.22,PB:0.19,LDT:0.14,PPN:0.11,PAG:0.07,AQ:0.05,CUN:0.05	None	Avp,Lypd6b	Chat:7.36,Slc18a3:6.09,Slc17a6:4.13	None	0	107	Irx4,Npas1,Pax5,Foxo6	0	0.05	None	0.95	LDT PB	None	None	None	Slc18a3,Avp,Sla	None	P:0.62,MB:0.26	Chat,C1ql1,Egflam,Sla	None	None	Chol	Glut-Chol	None	None	0.63	None	0.37
CS20230722_CLUS_3340	3340 CUN-PPN Evx2 Meis2 Glut_3		CS20230722_SUPT_0778	0778 CUN-PPN Evx2 Meis2 Glut_3	cluster							CS20230722_NEUR_Chol	Chat:8.01,Slc18a3:7.56	Chat|Slc18a3	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.52,NLL:0.24,PB:0.12	None	Iigp1	Chat:8.01,Slc18a3:7.56	None	0	29	Evx2,Pparg,Zeb2,Irx5,Nhlh2	0	0	None	1	PPN PB	None	Crh:9.5	None	Myl1,Xdh	None	MB:0.64,P:0.36	Chat,Egflam,Lhx9,Npnt	None	None	Chol	Chol	None	None	0.83	None	0.17
CS20230722_CLUS_3341	3341 CUN-PPN Evx2 Meis2 Glut_3		CS20230722_SUPT_0778	0778 CUN-PPN Evx2 Meis2 Glut_3	cluster							CS20230722_NEUR_Chol	Chat:5.13,Slc18a3:4.61,Slc17a6:4.07	Chat|Slc18a3|Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.54,PB:0.21,P:0.11	None	Olfr1033,Tacr1	Chat:5.13,Slc18a3:4.61,Slc17a6:4.07	None	0	35	Evx2,Pparg,Zeb2,Tox	0	0.06	None	0.94	PPN PB	None	Crh:8.9,Npy:4.6	None	Slc18a3,Egflam,Islr	None	MB:0.57,P:0.43	Chat,Tnc,Egflam,Tacr1	None	None	Chol	Glut-Chol	None	None	0.77	None	0.23
CS20230722_CLUS_3342	3342 CUN-PPN Evx2 Meis2 Glut_4		CS20230722_SUPT_0779	0779 CUN-PPN Evx2 Meis2 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:9.23,Gad2:7.13,Th:3.48	Slc17a6|Gad2|Th	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	CUN:0.31,PAG:0.23,PB:0.19,CENT2:0.08	None	Ccn5	Slc17a6:9.23,Gad2:7.13,Th:3.48	None	0	72	Prdm6,Pax8	0	0.06	None	0.94	CUN	None	Adcyap1:4.9,Cck:3.8	None	Prdm6,Krt19	None	MB:0.62,P:0.19	Evx2,Htr3a,Onecut3	None	None	Glut	Glut	None	None	0.64	None	0.36
CS20230722_CLUS_3343	3343 CUN-PPN Evx2 Meis2 Glut_4		CS20230722_SUPT_0779	0779 CUN-PPN Evx2 Meis2 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.51,Slc18a2:3.31	Slc17a6|Slc18a2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.63,MB:0.08,PAG:0.08,PB:0.08	None	Defb1,Bnc2	Slc17a6:8.51,Slc18a2:3.31	None	0	54	Prdm6,En1,Zfp536,Tshz3,Bnc2,Evx1	0	0	None	1	PPN	None	None	None	Prdm6,Defb1,Bnc2	None	MB:0.84	Evx2,Th,Bnc2,Ntn1,Adamts19	None	None	Glut	Glut	None	None	0.81	None	0.19
CS20230722_CLUS_3344	3344 CUN-PPN Evx2 Meis2 Glut_4		CS20230722_SUPT_0779	0779 CUN-PPN Evx2 Meis2 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.33,Slc18a2:5.08,Th:3.58	Slc17a6|Slc18a2|Th	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PAG:0.46,PPN:0.28,MB:0.12	None	Lpl,Spx	Slc17a6:8.33,Slc18a2:5.08,Th:3.58	None	0	112	Prdm6,En1,Zfp536,Bnc2,Evx1,Zic1	0	0.1	None	0.9	PPN	None	Adcyap1:4.3,Pdyn:4.1	None	Prdm6,Prokr1,Lpl	None	MB:0.92	Evx2,Drd1,Lpl,Bnc2	None	None	Glut	Glut	None	None	0.65	None	0.35
